data_type,cancer,year,sex,age_group,count,age_specific_rate,asr_2001,asr_2023,asr_who,asr_segi,age_start
Actual,Melanoma of the skin,2013,Males,15-19,13,1.7,,,,,15.0
Actual,Melanoma of the skin,2013,Males,20-24,45,5.4,,,,,20.0
Actual,Melanoma of the skin,2013,Males,25-29,93,10.6,,,,,25.0
Actual,Melanoma of the skin,2013,Males,30-34,136,16.4,,,,,30.0
Actual,Melanoma of the skin,2013,Males,35-39,211,27.2,,,,,35.0
Actual,Melanoma of the skin,2014,Males,15-19,16,2.1,,,,,15.0
Actual,Melanoma of the skin,2014,Males,20-24,44,5.2,,,,,20.0
Actual,Melanoma of the skin,2014,Males,25-29,86,9.7,,,,,25.0
Actual,Melanoma of the skin,2014,Males,30-34,137,16.0,,,,,30.0
Actual,Melanoma of the skin,2014,Males,35-39,205,26.4,,,,,35.0
Actual,Melanoma of the skin,2015,Males,15-19,10,1.3,,,,,15.0
Actual,Melanoma of the skin,2015,Males,20-24,42,4.9,,,,,20.0
Actual,Melanoma of the skin,2015,Males,25-29,82,9.2,,,,,25.0
Actual,Melanoma of the skin,2015,Males,30-34,137,15.7,,,,,30.0
Actual,Melanoma of the skin,2015,Males,35-39,189,24.1,,,,,35.0
Actual,Melanoma of the skin,2016,Males,15-19,13,1.7,,,,,15.0
Actual,Melanoma of the skin,2016,Males,20-24,38,4.4,,,,,20.0
Actual,Melanoma of the skin,2016,Males,25-29,89,9.8,,,,,25.0
Actual,Melanoma of the skin,2016,Males,30-34,159,17.8,,,,,30.0
Actual,Melanoma of the skin,2016,Males,35-39,218,27.2,,,,,35.0
Actual,Melanoma of the skin,2017,Males,15-19,13,1.7,,,,,15.0
Actual,Melanoma of the skin,2017,Males,20-24,32,3.7,,,,,20.0
Actual,Melanoma of the skin,2017,Males,25-29,101,10.9,,,,,25.0
Actual,Melanoma of the skin,2017,Males,30-34,166,18.2,,,,,30.0
Actual,Melanoma of the skin,2017,Males,35-39,213,25.7,,,,,35.0
Actual,Melanoma of the skin,2018,Males,15-19,15,2.0,,,,,15.0
Actual,Melanoma of the skin,2018,Males,20-24,53,6.0,,,,,20.0
Actual,Melanoma of the skin,2018,Males,25-29,88,9.4,,,,,25.0
Actual,Melanoma of the skin,2018,Males,30-34,138,15.0,,,,,30.0
Actual,Melanoma of the skin,2018,Males,35-39,213,24.8,,,,,35.0
Actual,Melanoma of the skin,2019,Males,15-19,18,2.3,,,,,15.0
Actual,Melanoma of the skin,2019,Males,20-24,54,6.0,,,,,20.0
Actual,Melanoma of the skin,2019,Males,25-29,83,8.7,,,,,25.0
Actual,Melanoma of the skin,2019,Males,30-34,161,17.2,,,,,30.0
Actual,Melanoma of the skin,2019,Males,35-39,223,25.1,,,,,35.0
Projections,Melanoma of the skin,2020,Males,15-19,13,1.7,,,,,15.0
Projections,Melanoma of the skin,2020,Males,20-24,47,5.4,,,,,20.0
Projections,Melanoma of the skin,2020,Males,25-29,82,8.6,,,,,25.0
Projections,Melanoma of the skin,2020,Males,30-34,146,15.4,,,,,30.0
Projections,Melanoma of the skin,2020,Males,35-39,230,25.1,,,,,35.0
Projections,Melanoma of the skin,2021,Males,15-19,12,1.6,,,,,15.0
Projections,Melanoma of the skin,2021,Males,20-24,46,5.5,,,,,20.0
Projections,Melanoma of the skin,2021,Males,25-29,76,8.3,,,,,25.0
Projections,Melanoma of the skin,2021,Males,30-34,142,15.1,,,,,30.0
Projections,Melanoma of the skin,2021,Males,35-39,232,25.0,,,,,35.0
Projections,Melanoma of the skin,2022,Males,15-19,12,1.5,,,,,15.0
Projections,Melanoma of the skin,2022,Males,20-24,47,5.6,,,,,20.0
Projections,Melanoma of the skin,2022,Males,25-29,73,7.9,,,,,25.0
Projections,Melanoma of the skin,2022,Males,30-34,142,15.0,,,,,30.0
Projections,Melanoma of the skin,2022,Males,35-39,233,24.8,,,,,35.0
Projections,Melanoma of the skin,2023,Males,15-19,14,1.7,,,,,15.0
Projections,Melanoma of the skin,2023,Males,20-24,47,5.6,,,,,20.0
Projections,Melanoma of the skin,2023,Males,25-29,69,7.5,,,,,25.0
Projections,Melanoma of the skin,2023,Males,30-34,140,14.7,,,,,30.0
Projections,Melanoma of the skin,2023,Males,35-39,233,24.7,,,,,35.0
Actual,Melanoma of the skin,1982,Persons,15-19,69,5.4,,,,,15.0
Actual,Melanoma of the skin,1982,Persons,20-24,144,10.8,,,,,20.0
Actual,Melanoma of the skin,1982,Persons,25-29,211,16.8,,,,,25.0
Actual,Melanoma of the skin,1982,Persons,30-34,288,23.4,,,,,30.0
Actual,Melanoma of the skin,1982,Persons,35-39,286,26.6,,,,,35.0
Actual,Melanoma of the skin,1983,Persons,15-19,60,4.7,,,,,15.0
Actual,Melanoma of the skin,1983,Persons,20-24,150,11.1,,,,,20.0
Actual,Melanoma of the skin,1983,Persons,25-29,238,18.7,,,,,25.0
Actual,Melanoma of the skin,1983,Persons,30-34,313,25.3,,,,,30.0
Actual,Melanoma of the skin,1983,Persons,35-39,325,28.5,,,,,35.0
Actual,Melanoma of the skin,1984,Persons,15-19,68,5.3,,,,,15.0
Actual,Melanoma of the skin,1984,Persons,20-24,138,10.2,,,,,20.0
Actual,Melanoma of the skin,1984,Persons,25-29,222,17.2,,,,,25.0
Actual,Melanoma of the skin,1984,Persons,30-34,301,24.1,,,,,30.0
Actual,Melanoma of the skin,1984,Persons,35-39,330,27.9,,,,,35.0
Actual,Melanoma of the skin,1985,Persons,15-19,58,4.4,,,,,15.0
Actual,Melanoma of the skin,1985,Persons,20-24,159,11.8,,,,,20.0
Actual,Melanoma of the skin,1985,Persons,25-29,265,20.1,,,,,25.0
Actual,Melanoma of the skin,1985,Persons,30-34,340,27.1,,,,,30.0
Actual,Melanoma of the skin,1985,Persons,35-39,411,33.5,,,,,35.0
Actual,Melanoma of the skin,1986,Persons,15-19,83,6.2,,,,,15.0
Actual,Melanoma of the skin,1986,Persons,20-24,159,11.9,,,,,20.0
Actual,Melanoma of the skin,1986,Persons,25-29,228,16.9,,,,,25.0
Actual,Melanoma of the skin,1986,Persons,30-34,344,27.1,,,,,30.0
Actual,Melanoma of the skin,1986,Persons,35-39,431,34.0,,,,,35.0
Actual,Melanoma of the skin,1987,Persons,15-19,91,6.6,,,,,15.0
Actual,Melanoma of the skin,1987,Persons,20-24,182,13.7,,,,,20.0
Actual,Melanoma of the skin,1987,Persons,25-29,332,24.1,,,,,25.0
Actual,Melanoma of the skin,1987,Persons,30-34,406,31.3,,,,,30.0
Actual,Melanoma of the skin,1987,Persons,35-39,488,38.7,,,,,35.0
Actual,Melanoma of the skin,1988,Persons,15-19,108,7.7,,,,,15.0
Actual,Melanoma of the skin,1988,Persons,20-24,196,14.8,,,,,20.0
Actual,Melanoma of the skin,1988,Persons,25-29,343,24.4,,,,,25.0
Actual,Melanoma of the skin,1988,Persons,30-34,414,31.3,,,,,30.0
Actual,Melanoma of the skin,1988,Persons,35-39,488,38.3,,,,,35.0
Actual,Melanoma of the skin,1989,Persons,15-19,83,5.9,,,,,15.0
Actual,Melanoma of the skin,1989,Persons,20-24,174,13.0,,,,,20.0
Actual,Melanoma of the skin,1989,Persons,25-29,260,18.3,,,,,25.0
Actual,Melanoma of the skin,1989,Persons,30-34,353,26.0,,,,,30.0
Actual,Melanoma of the skin,1989,Persons,35-39,452,34.9,,,,,35.0
Actual,Melanoma of the skin,1990,Persons,15-19,89,6.3,,,,,15.0
Actual,Melanoma of the skin,1990,Persons,20-24,167,12.3,,,,,20.0
Actual,Melanoma of the skin,1990,Persons,25-29,256,18.0,,,,,25.0
Actual,Melanoma of the skin,1990,Persons,30-34,334,24.0,,,,,30.0
Actual,Melanoma of the skin,1990,Persons,35-39,438,33.4,,,,,35.0
Actual,Melanoma of the skin,1991,Persons,15-19,111,8.1,,,,,15.0
Actual,Melanoma of the skin,1991,Persons,20-24,159,11.4,,,,,20.0
Actual,Melanoma of the skin,1991,Persons,25-29,264,18.9,,,,,25.0
Actual,Melanoma of the skin,1991,Persons,30-34,365,25.6,,,,,30.0
Actual,Melanoma of the skin,1991,Persons,35-39,445,33.5,,,,,35.0
Actual,Melanoma of the skin,1992,Persons,15-19,65,4.9,,,,,15.0
Actual,Melanoma of the skin,1992,Persons,20-24,189,13.2,,,,,20.0
Actual,Melanoma of the skin,1992,Persons,25-29,260,18.8,,,,,25.0
Actual,Melanoma of the skin,1992,Persons,30-34,362,25.0,,,,,30.0
Actual,Melanoma of the skin,1992,Persons,35-39,470,34.8,,,,,35.0
Actual,Melanoma of the skin,1993,Persons,15-19,85,6.6,,,,,15.0
Actual,Melanoma of the skin,1993,Persons,20-24,157,10.9,,,,,20.0
Actual,Melanoma of the skin,1993,Persons,25-29,252,18.5,,,,,25.0
Actual,Melanoma of the skin,1993,Persons,30-34,361,24.7,,,,,30.0
Actual,Melanoma of the skin,1993,Persons,35-39,468,34.1,,,,,35.0
Actual,Melanoma of the skin,1994,Persons,15-19,72,5.7,,,,,15.0
Actual,Melanoma of the skin,1994,Persons,20-24,200,13.9,,,,,20.0
Actual,Melanoma of the skin,1994,Persons,25-29,274,20.2,,,,,25.0
Actual,Melanoma of the skin,1994,Persons,30-34,371,25.3,,,,,30.0
Actual,Melanoma of the skin,1994,Persons,35-39,449,32.3,,,,,35.0
Actual,Melanoma of the skin,1995,Persons,15-19,103,8.2,,,,,15.0
Actual,Melanoma of the skin,1995,Persons,20-24,206,14.5,,,,,20.0
Actual,Melanoma of the skin,1995,Persons,25-29,313,22.8,,,,,25.0
Actual,Melanoma of the skin,1995,Persons,30-34,444,30.5,,,,,30.0
Actual,Melanoma of the skin,1995,Persons,35-39,494,34.8,,,,,35.0
Actual,Melanoma of the skin,1996,Persons,15-19,116,9.1,,,,,15.0
Actual,Melanoma of the skin,1996,Persons,20-24,174,12.5,,,,,20.0
Actual,Melanoma of the skin,1996,Persons,25-29,319,22.6,,,,,25.0
Actual,Melanoma of the skin,1996,Persons,30-34,391,27.2,,,,,30.0
Actual,Melanoma of the skin,1996,Persons,35-39,512,35.3,,,,,35.0
Actual,Melanoma of the skin,1997,Persons,15-19,100,7.9,,,,,15.0
Actual,Melanoma of the skin,1997,Persons,20-24,207,15.3,,,,,20.0
Actual,Melanoma of the skin,1997,Persons,25-29,329,22.8,,,,,25.0
Actual,Melanoma of the skin,1997,Persons,30-34,417,29.4,,,,,30.0
Actual,Melanoma of the skin,1997,Persons,35-39,528,35.8,,,,,35.0
Actual,Melanoma of the skin,1998,Persons,15-19,64,5.0,,,,,15.0
Actual,Melanoma of the skin,1998,Persons,20-24,153,11.6,,,,,20.0
Actual,Melanoma of the skin,1998,Persons,25-29,272,18.7,,,,,25.0
Actual,Melanoma of the skin,1998,Persons,30-34,402,28.6,,,,,30.0
Actual,Melanoma of the skin,1998,Persons,35-39,498,33.4,,,,,35.0
Actual,Melanoma of the skin,1999,Persons,15-19,78,6.0,,,,,15.0
Actual,Melanoma of the skin,1999,Persons,20-24,188,14.6,,,,,20.0
Actual,Melanoma of the skin,1999,Persons,25-29,272,18.7,,,,,25.0
Actual,Melanoma of the skin,1999,Persons,30-34,380,27.1,,,,,30.0
Actual,Melanoma of the skin,1999,Persons,35-39,526,35.0,,,,,35.0
Actual,Melanoma of the skin,2000,Persons,15-19,72,5.5,,,,,15.0
Actual,Melanoma of the skin,2000,Persons,20-24,164,12.8,,,,,20.0
Actual,Melanoma of the skin,2000,Persons,25-29,281,19.5,,,,,25.0
Actual,Melanoma of the skin,2000,Persons,30-34,386,27.2,,,,,30.0
Actual,Melanoma of the skin,2000,Persons,35-39,530,35.4,,,,,35.0
Actual,Melanoma of the skin,2001,Persons,15-19,83,6.2,,,,,15.0
Actual,Melanoma of the skin,2001,Persons,20-24,133,10.3,,,,,20.0
Actual,Melanoma of the skin,2001,Persons,25-29,278,19.9,,,,,25.0
Actual,Melanoma of the skin,2001,Persons,30-34,381,26.1,,,,,30.0
Actual,Melanoma of the skin,2001,Persons,35-39,517,34.9,,,,,35.0
Actual,Melanoma of the skin,2002,Persons,15-19,79,5.8,,,,,15.0
Actual,Melanoma of the skin,2002,Persons,20-24,169,12.8,,,,,20.0
Actual,Melanoma of the skin,2002,Persons,25-29,256,18.8,,,,,25.0
Actual,Melanoma of the skin,2002,Persons,30-34,398,26.7,,,,,30.0
Actual,Melanoma of the skin,2002,Persons,35-39,481,32.8,,,,,35.0
Actual,Melanoma of the skin,2003,Persons,15-19,64,4.7,,,,,15.0
Actual,Melanoma of the skin,2003,Persons,20-24,151,11.2,,,,,20.0
Actual,Melanoma of the skin,2003,Persons,25-29,233,17.3,,,,,25.0
Actual,Melanoma of the skin,2003,Persons,30-34,378,25.1,,,,,30.0
Actual,Melanoma of the skin,2003,Persons,35-39,493,34.0,,,,,35.0
Actual,Melanoma of the skin,2004,Persons,15-19,65,4.8,,,,,15.0
Actual,Melanoma of the skin,2004,Persons,20-24,170,12.3,,,,,20.0
Actual,Melanoma of the skin,2004,Persons,25-29,253,18.8,,,,,25.0
Actual,Melanoma of the skin,2004,Persons,30-34,412,27.3,,,,,30.0
Actual,Melanoma of the skin,2004,Persons,35-39,442,30.5,,,,,35.0
Actual,Melanoma of the skin,2005,Persons,15-19,60,4.3,,,,,15.0
Actual,Melanoma of the skin,2005,Persons,20-24,136,9.6,,,,,20.0
Actual,Melanoma of the skin,2005,Persons,25-29,290,21.4,,,,,25.0
Actual,Melanoma of the skin,2005,Persons,30-34,412,27.5,,,,,30.0
Actual,Melanoma of the skin,2005,Persons,35-39,483,32.9,,,,,35.0
Actual,Melanoma of the skin,2006,Persons,15-19,58,4.2,,,,,15.0
Actual,Melanoma of the skin,2006,Persons,20-24,139,9.6,,,,,20.0
Actual,Melanoma of the skin,2006,Persons,25-29,251,18.2,,,,,25.0
Actual,Melanoma of the skin,2006,Persons,30-34,381,25.8,,,,,30.0
Actual,Melanoma of the skin,2006,Persons,35-39,471,31.2,,,,,35.0
Actual,Melanoma of the skin,2007,Persons,15-19,37,2.6,,,,,15.0
Actual,Melanoma of the skin,2007,Persons,20-24,139,9.4,,,,,20.0
Actual,Melanoma of the skin,2007,Persons,25-29,203,14.2,,,,,25.0
Actual,Melanoma of the skin,2007,Persons,30-34,339,23.3,,,,,30.0
Actual,Melanoma of the skin,2007,Persons,35-39,480,30.9,,,,,35.0
Actual,Melanoma of the skin,2008,Persons,15-19,42,2.9,,,,,15.0
Actual,Melanoma of the skin,2008,Persons,20-24,139,9.1,,,,,20.0
Actual,Melanoma of the skin,2008,Persons,25-29,209,13.9,,,,,25.0
Actual,Melanoma of the skin,2008,Persons,30-34,328,22.5,,,,,30.0
Actual,Melanoma of the skin,2008,Persons,35-39,533,33.5,,,,,35.0
Actual,Melanoma of the skin,2009,Persons,15-19,55,3.8,,,,,15.0
Actual,Melanoma of the skin,2009,Persons,20-24,124,7.8,,,,,20.0
Actual,Melanoma of the skin,2009,Persons,25-29,225,14.3,,,,,25.0
Actual,Melanoma of the skin,2009,Persons,30-34,324,21.9,,,,,30.0
Actual,Melanoma of the skin,2009,Persons,35-39,513,32.0,,,,,35.0
Actual,Melanoma of the skin,2010,Persons,15-19,31,2.1,,,,,15.0
Actual,Melanoma of the skin,2010,Persons,20-24,89,5.5,,,,,20.0
Actual,Melanoma of the skin,2010,Persons,25-29,247,15.2,,,,,25.0
Actual,Melanoma of the skin,2010,Persons,30-34,324,21.6,,,,,30.0
Actual,Melanoma of the skin,2010,Persons,35-39,451,28.2,,,,,35.0
Actual,Melanoma of the skin,2011,Persons,15-19,38,2.6,,,,,15.0
Actual,Melanoma of the skin,2011,Persons,20-24,103,6.4,,,,,20.0
Actual,Melanoma of the skin,2011,Persons,25-29,213,12.8,,,,,25.0
Actual,Melanoma of the skin,2011,Persons,30-34,281,18.3,,,,,30.0
Actual,Melanoma of the skin,2011,Persons,35-39,467,29.7,,,,,35.0
Actual,Melanoma of the skin,2012,Persons,15-19,34,2.3,,,,,15.0
Actual,Melanoma of the skin,2012,Persons,20-24,114,7.0,,,,,20.0
Actual,Melanoma of the skin,2012,Persons,25-29,231,13.6,,,,,25.0
Actual,Melanoma of the skin,2012,Persons,30-34,334,21.0,,,,,30.0
Actual,Melanoma of the skin,2012,Persons,35-39,450,28.9,,,,,35.0
Actual,Melanoma of the skin,2013,Persons,15-19,34,2.3,,,,,15.0
Actual,Melanoma of the skin,2013,Persons,20-24,105,6.4,,,,,20.0
Actual,Melanoma of the skin,2013,Persons,25-29,229,13.2,,,,,25.0
Actual,Melanoma of the skin,2013,Persons,30-34,324,19.6,,,,,30.0
Actual,Melanoma of the skin,2013,Persons,35-39,461,29.7,,,,,35.0
Actual,Melanoma of the skin,2014,Persons,15-19,35,2.4,,,,,15.0
Actual,Melanoma of the skin,2014,Persons,20-24,106,6.4,,,,,20.0
Actual,Melanoma of the skin,2014,Persons,25-29,203,11.6,,,,,25.0
Actual,Melanoma of the skin,2014,Persons,30-34,321,18.8,,,,,30.0
Actual,Melanoma of the skin,2014,Persons,35-39,425,27.3,,,,,35.0
Actual,Melanoma of the skin,2015,Persons,15-19,23,1.6,,,,,15.0
Actual,Melanoma of the skin,2015,Persons,20-24,99,5.9,,,,,20.0
Actual,Melanoma of the skin,2015,Persons,25-29,227,12.7,,,,,25.0
Actual,Melanoma of the skin,2015,Persons,30-34,331,18.9,,,,,30.0
Actual,Melanoma of the skin,2015,Persons,35-39,420,26.7,,,,,35.0
Actual,Melanoma of the skin,2016,Persons,15-19,35,2.4,,,,,15.0
Actual,Melanoma of the skin,2016,Persons,20-24,97,5.7,,,,,20.0
Actual,Melanoma of the skin,2016,Persons,25-29,240,13.2,,,,,25.0
Actual,Melanoma of the skin,2016,Persons,30-34,372,20.7,,,,,30.0
Actual,Melanoma of the skin,2016,Persons,35-39,496,30.9,,,,,35.0
Actual,Melanoma of the skin,2017,Persons,15-19,32,2.2,,,,,15.0
Actual,Melanoma of the skin,2017,Persons,20-24,88,5.1,,,,,20.0
Actual,Melanoma of the skin,2017,Persons,25-29,208,11.3,,,,,25.0
Actual,Melanoma of the skin,2017,Persons,30-34,381,20.8,,,,,30.0
Actual,Melanoma of the skin,2017,Persons,35-39,463,27.9,,,,,35.0
Actual,Melanoma of the skin,2018,Persons,15-19,33,2.2,,,,,15.0
Actual,Melanoma of the skin,2018,Persons,20-24,114,6.6,,,,,20.0
Actual,Melanoma of the skin,2018,Persons,25-29,209,11.2,,,,,25.0
Actual,Melanoma of the skin,2018,Persons,30-34,357,19.2,,,,,30.0
Actual,Melanoma of the skin,2018,Persons,35-39,491,28.4,,,,,35.0
Actual,Melanoma of the skin,2019,Persons,15-19,36,2.4,,,,,15.0
Actual,Melanoma of the skin,2019,Persons,20-24,120,6.9,,,,,20.0
Actual,Melanoma of the skin,2019,Persons,25-29,202,10.7,,,,,25.0
Actual,Melanoma of the skin,2019,Persons,30-34,379,20.1,,,,,30.0
Actual,Melanoma of the skin,2019,Persons,35-39,491,27.5,,,,,35.0
Projections,Melanoma of the skin,2020,Persons,15-19,33,2.2,,,,,15.0
Projections,Melanoma of the skin,2020,Persons,20-24,106,6.2,,,,,20.0
Projections,Melanoma of the skin,2020,Persons,25-29,198,10.5,,,,,25.0
Projections,Melanoma of the skin,2020,Persons,30-34,374,19.6,,,,,30.0
Projections,Melanoma of the skin,2020,Persons,35-39,515,28.0,,,,,35.0
Projections,Melanoma of the skin,2021,Persons,15-19,32,2.2,,,,,15.0
Projections,Melanoma of the skin,2021,Persons,20-24,101,6.2,,,,,20.0
Projections,Melanoma of the skin,2021,Persons,25-29,183,10.0,,,,,25.0
Projections,Melanoma of the skin,2021,Persons,30-34,373,19.6,,,,,30.0
Projections,Melanoma of the skin,2021,Persons,35-39,520,27.8,,,,,35.0
Projections,Melanoma of the skin,2022,Persons,15-19,33,2.2,,,,,15.0
Projections,Melanoma of the skin,2022,Persons,20-24,103,6.3,,,,,20.0
Projections,Melanoma of the skin,2022,Persons,25-29,177,9.7,,,,,25.0
Projections,Melanoma of the skin,2022,Persons,30-34,377,19.7,,,,,30.0
Projections,Melanoma of the skin,2022,Persons,35-39,525,27.7,,,,,35.0
Projections,Melanoma of the skin,2023,Persons,15-19,36,2.3,,,,,15.0
Projections,Melanoma of the skin,2023,Persons,20-24,103,6.3,,,,,20.0
Projections,Melanoma of the skin,2023,Persons,25-29,169,9.3,,,,,25.0
Projections,Melanoma of the skin,2023,Persons,30-34,379,19.7,,,,,30.0
Projections,Melanoma of the skin,2023,Persons,35-39,528,27.6,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,20-24,4,0.6,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,25-29,1,0.1,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,30-34,2,0.3,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,35-39,2,0.3,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,20-24,1,0.2,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,25-29,2,0.3,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,30-34,1,0.1,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,35-39,0,0.0,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,20-24,2,0.3,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,25-29,1,0.1,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,30-34,3,0.4,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,35-39,2,0.3,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2004,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2004,Females,20-24,0,0.0,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2004,Females,25-29,1,0.1,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2004,Females,30-34,2,0.3,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2004,Females,35-39,2,0.3,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2005,Females,15-19,1,0.1,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2005,Females,20-24,1,0.1,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2005,Females,25-29,2,0.3,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2005,Females,30-34,1,0.1,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2005,Females,35-39,5,0.7,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2006,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2006,Females,20-24,1,0.1,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2006,Females,25-29,2,0.3,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2006,Females,30-34,2,0.3,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2006,Females,35-39,4,0.5,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2007,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2007,Females,20-24,0,0.0,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2007,Females,25-29,2,0.3,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2007,Females,30-34,1,0.1,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2007,Females,35-39,4,0.5,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2008,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2008,Females,20-24,1,0.1,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2008,Females,25-29,0,0.0,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2008,Females,30-34,1,0.1,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2008,Females,35-39,4,0.5,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2009,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2009,Females,20-24,1,0.1,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2009,Females,25-29,1,0.1,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2009,Females,30-34,3,0.4,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2009,Females,35-39,4,0.5,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2010,Females,15-19,1,0.1,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2010,Females,20-24,1,0.1,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2010,Females,25-29,3,0.4,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2010,Females,30-34,2,0.3,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2010,Females,35-39,4,0.5,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,20-24,0,0.0,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,25-29,0,0.0,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,30-34,2,0.3,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,35-39,1,0.1,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2012,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2012,Females,20-24,1,0.1,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2012,Females,25-29,1,0.1,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2012,Females,30-34,0,0.0,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2012,Females,35-39,1,0.1,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2013,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2013,Females,20-24,1,0.1,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2013,Females,25-29,0,0.0,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2013,Females,30-34,1,0.1,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2013,Females,35-39,3,0.4,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2014,Females,15-19,1,0.1,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2014,Females,20-24,3,0.4,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2014,Females,25-29,2,0.2,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2014,Females,30-34,2,0.2,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2014,Females,35-39,5,0.6,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2015,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2015,Females,20-24,1,0.1,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2015,Females,25-29,0,0.0,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2015,Females,30-34,2,0.2,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2015,Females,35-39,1,0.1,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2016,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2016,Females,20-24,2,0.2,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2016,Females,25-29,4,0.4,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2016,Females,30-34,4,0.4,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2016,Females,35-39,2,0.2,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2017,Females,15-19,0,0.0,,,,,15.0
